"","mod","A","B","sigma"
"114","BHL",32754.6675401245,5797.57615460203,7.45149035396815
"115","RKL",6.494,0.0001127,9.6136071156716
"116","BHL",50813.0081300813,13287.6016260163,10.5964075790739
"117","RKL",3.314,3.421e-05,10.240399006488
"118","BHL",36900.36900369,6247.23247232472,10.1227227226272
"119","RKL",3.192,6.003e-05,9.56073628153044
"120","BHL",131475.151196424,46581.646068893,10.5703284516338
"121","RKL",4.915,8.676e-05,9.11353270720612
"122","RKL",3.694,4.657e-05,9.59147121911931
"123","BHL",27770.0638711469,3943.34906970286,9.3535588877719
"124","RKL",5.055,9.865e-05,10.3120186494263
"125","BHL",63734.8629700446,20560.8667941364,10.2425474170868
"126","RKL",4.042,5.393e-05,9.52165066409148
"127","BHL",25342.118601115,1248.60618347694,9.50872826411205
"128","RKL",4.154,6.609e-05,9.45755984821918
"129","BHL",61690.3146206046,18704.5033929673,9.96518268464914
"130","RKL",4.834,8.653e-05,9.55200899876088
"131","BHL",27901.7857142857,3610.49107142857,12.1887790556938
"132","HSL",5.934,3398,8.9051749650308
"133","BHL",27831.8953520735,3698.85889229057,10.9258627914074
"134","RKL",3.212,3.455e-05,10.658824656518
"135","BHL",55928.4116331096,16107.3825503356,11.140721512086
"136","HSL",5.293,3834,10.7384194896889
"137","BHL",37721.6144851,6854.01735194266,9.81524903811178
"138","RKL",4.159,6.395e-05,11.0196600817881
"139","BHL",42301.1844331641,14961.9289340102,12.5968164309675
"140","RKL",4.769,8.256e-05,10.3567181611454
"141","BHL",43516.1009573542,8546.56222802437,8.84574820723792
"142","RKL",3.628,5.159e-05,10.7359437733472
"143","BHL",25641.0256410256,2520,8.69072499313748
"144","RKL",5.335,9.516e-05,9.88694647780276
"145","BHL",30202.3557837511,2762.91150709755,10.2923371199077
"146","RKL",5.041,7.923e-05,8.80450906325624
"147","BHL",35323.2073472271,8668.31508300954,9.22138891954147
"148","RKL",6.254,0.0001003,9.98005980069749
"149","BHL",21.06149957877,102.064026958719,20.2278348515684
"150","HSL",6.327,3069,12.2251581219818
"151","BHL",29850.7462686567,3805.97014925373,8.61301203186943
"152","RKL",6.018,8.651e-05,10.8734199010815
"153","BHL",31123.5605353252,4842.82601929661,9.1516170047891
"154","RKL",4.452,6.536e-05,10.4558816892731
"155","BHL",38565.3682992673,8661.78172001542,9.69914311855654
"156","RKL",8.391,0.0001378,11.028368364419
"157","BHL",43782.8371278459,9295.09632224168,10.1461423329905
"158","RKL",5.56,9.579e-05,9.76365119471448
"159","BHL",84889.6434634974,25560.2716468591,11.0546176076305
"160","RKL",3.952,4.814e-05,9.47452409476392
"161","BHL",26688.0170803309,2510.00800640512,10.4978560318359
"162","RKL",8.119,0.0001269,10.0590183943251
"163","BHL",55309.7345132743,19054.203539823,10.9336968240521
"164","HSL",8.909,2200,8.32466631764116
"165","BHL",38684.7195357834,6785.2998065764,14.7779665173332
"166","RKL",6.436,0.000113,8.75041018509136
"167","BHL",35398.2300884956,5518.58407079646,9.34946990008457
"168","HSL",5.316,3649,8.39477000848858
"169","BHL",25425.8835494533,2422.83244342741,10.0140294687685
"170","RKL",3.624,4.547e-05,9.39060283031685
"171","BHL",34399.7248022016,4564.84348125215,9.77764258167923
"172","RKL",5.261,8.085e-05,9.19795460231938
"173","BHL",33990.4826648538,6230.45547246771,10.0784127346711
"174","RKL",4.894,7.718e-05,11.9250598937637
"175","BHL",25195.2632905014,2721.08843537415,10.3734216580928
"176","RKL",5.154,9.032e-05,10.0205632536537
"177","BHL",34423.4079173838,8271.94492254733,10.1253168957362
"178","RKL",5.812,0.0001012,9.01303325639653
"179","BHL",41356.4929693962,10239.8676592225,9.57826285221151
"180","RKL",7.913,0.0001295,11.6586864361678
"181","BHL",58685.4460093897,18879.1079812207,9.10219981240913
"182","HSL",6.141,3084,9.37820598949258
"183","BHL",34698.1263011797,5475.36433032616,9.46603057078441
"184","RKL",8.198,0.0001541,10.8663561106468
"185","BHL",31318.5092389602,5446.28875665518,8.16224551407956
"186","HSL",5.342,3517,8.8700736263517
"187","BHL",123961.819759514,46733.6060493368,11.1517999203046
"188","RKL",4.369,7.3e-05,11.4685233925043
"189","BHL",21824.5307725884,1134.43910955914,9.45755984821918
"190","RKL",5.693,9.076e-05,9.83421572060825
"191","BHL",27314.9412728763,1597.65091505053,10.4200591652639
"192","RKL",5.682,0.0001116,9.00937462695559
"193","BHL",32541.4904002603,7279.53140253824,10.6739939134129
"194","RKL",7.229,0.0001153,10.654588840824
"195","BHL",26157.4679571018,4007.32409102799,11.4904582635514
"196","RKL",5.836,0.0001076,8.49105725764227
"197","BHL",102113.754722761,38313.08077198,10.8734199010815
"198","RKL",3.411,2.923e-05,9.69458417911852
"199","BHL",39077.7647518562,5361.46932395467,10.6113115325129
"200","HSL",6.859,3056,9.70828032559328
"201","BHL",18996.9604863222,642.287234042553,11.5554825137241
"202","RKL",6.014,9.414e-05,11.5339409829819
"203","BHL",21308.331557639,2763.69060302578,10.550307756966
"204","RKL",3.409,3.355e-05,8.36827408755723
"205","BHL",28376.8444948922,3203.74574347333,9.15545174914545
"206","RKL",4.172,5.45e-05,10.1623707267333
"207","BHL",161759.948236817,69217.0818505338,10.1534616513362
"208","RKL",4.644,9.504e-05,9.59147121911931
"209","BHL",36049.0266762797,8100.21629416006,10.0727870503173
"210","RKL",6.491,0.0001152,10.8033953925361
"211","BHL",23359.0282644242,868.021490306003,10.9408928439213
"212","RKL",6.177,9.991e-05,11.7842946943907
"213","BHL",39698.2929734021,6280.26994839222,9.61805271457542
"214","HSL",4.671,3286,8.69072499313748
"215","BHL",36297.6406533575,5397.45916515427,9.28476690885259
"216","RKL",5.329,8.613e-05,10.7303796663275
"217","BHL",23635.0744504845,1959.58402268967,10.2896124773398
"218","HSL",8.178,2582,12.1653060870576
"219","BHL",20341.7412530513,700.569568755085,8.20886379128898
"220","RKL",3.6,4.931e-05,11.8312131070075
"221","BHL",24533.8567222767,1239.45044160942,10.6401042905573
"222","RKL",4.456,6.459e-05,8.58124131484961
"223","BHL",38417.2109104879,7633.49980791394,11.5439274134903
"224","RKL",4.7,7.36e-05,11.0987859702004
"225","BHL",28490.0284900285,2917.37891737892,10.284713568802
"226","RKL",5.517,9.569e-05,11.8552999851195
"227","BHL",41118.4210526316,8001.6447368421,8.96581575151041
"228","RKL",3.798,6.729e-05,10.299431332598
"229","RKL",5.626,7.576e-05,11.6555183147951
"230","BHL",40799.6736026112,8266.01387188902,9.93562696156851
"231","RKL",6.79,0.0001159,11.5601142792306
"232","BHL",46707.1461933676,11027.5572162541,10.3114704148291
"233","RKL",3.391,4.493e-05,10.1206488191589
"234","BHL",52631.5789473684,14600,9.39060283031685
"235","RKL",5.217,9.171e-05,10.7977258065289
"236","BHL",22956.8411386593,563.3608815427,10.9599324870238
"237","RKL",6.612,0.0001167,9.79169429084317
"238","BHL",45146.7268623025,10446.9525959368,9.63589698356145
"239","RKL",5.314,7.767e-05,10.9903382444043
"240","BHL",67430.8833445718,17208.3614295347,10.2549270737555
"241","HSL",3.343,4162,13.3714218475153
"242","BHL",47438.330170778,11807.4003795066,10.7285268855719
"243","RKL",2.949,3.734e-05,10.4990131391452
"244","BHL",30048.0769230769,3305.28846153846,11.6610642232898
"245","RKL",6.727,0.0001143,10.1765687626663
"246","BHL",24366.4717348928,2880.11695906433,11.0933212795835
"247","RKL",5.072,9.478e-05,10.3175058092088
"248","BHL",156030.581994071,57793.7275706038,10.8689231685873
"249","RKL",3.289,4.359e-05,9.65384094134469
"250","BHL",79681.2749003984,21601.593625498,12.401565672482
"251","RKL",4.792,7.797e-05,8.78410461157883
"252","BHL",39032.006245121,8669.00858704137,9.30887279167819
"253","RKL",4.871,9.531e-05,9.37820598949258
"254","BHL",35211.2676056338,6200.70422535211,10.60295757736
"255","HSL",7.574,2176,9.7497196995879
"256","BHL",45913.6822773186,9462.80991735537,9.95530148967111
"257","RKL",5.117,8.126e-05,10.3092783505155
"258","BHL",47393.36492891,10118.4834123223,9.78700365857839
"259","HSL",4.455,4070,9.41972104851124
"260","BHL",43196.5442764579,12505.3995680346,11.5500858174564
"261","RKL",6.203,9.311e-05,13.644964930609
"262","BHL",42408.8210347752,9525.02120441052,11.676953403876
"263","RKL",4.491,5.736e-05,10.9632252413379
"264","BHL",51572.9757607014,13971.119133574,10.9916659808325
"265","RKL",4.96,8.473e-05,9.38646508927864
"266","BHL",34891.8353105373,7327.28541521284,10.1004948353633
"267","RKL",4.055,6.467e-05,10.9533558692777
"268","BHL",25031.2891113892,2911.13892365457,6.92377343236081
"269","RKL",3.942,6.182e-05,10.0927753008226
"270","BHL",22172.9490022173,1159.86696230599,8.36827408755723
"271","RKL",3.612,4.292e-05,10.2264672134132
"272","BHL",62578.2227784731,20801.0012515645,10.9876842143621
"273","HSL",8.019,2292,10.4132774794396
"274","BHL",27070.9258256632,2839.74011911207,9.24105494511958
"275","RKL",5.458,7.967e-05,10.690449676497
"276","BHL",25157.2327044025,2353.20754716981,10.9167443350303
"277","HSL",6.502,2524,9.53896277050255
"278","BHL",33266.7997338656,5000,10.6419116292942
"279","RKL",5.7,9.71e-05,9.73584767022471
"280","BHL",61766.5225447807,21192.0938851143,8.30741310465378
"281","RKL",3.624,5.93e-05,12.1942152169938
"282","BHL",89445.4382826476,25169.946332737,10.0150338345971
"283","RKL",6.271,0.0001066,11.8478090095504
"284","BHL",19896.5380023876,759.052924791086,9.08340524390949
"285","RKL",3.484,5.185e-05,10.3728635721928
"286","BHL",35561.8776671408,7343.52773826458,9.03507902905251
"287","HSL",5.038,3827,12.4111134186591
"288","BHL",33377.8371161549,5504.00534045394,9.11353270720612
"289","RKL",5.102,8.885e-05,8.73037869711973
"290","BHL",26171.1593823606,3862.86312483643,12.9738903703371
"291","HSL",5.115,3910,11.3665723245079
"292","BHL",94786.7298578199,28407.5829383886,10.4553101890847
"293","RKL",3.918,6.965e-05,11.0830967040482
"294","BHL",31665.6111462951,4122.86257124763,10.3043513128151
"295","RKL",5.438,7.892e-05,9.82946374365981
"296","BHL",50428.6434694907,13171.961674231,9.40720868383597
"297","RKL",3.233,3.2e-05,10.8065490240924
"298","BHL",28555.1113649343,4129.0691033695,11.2508790092602
"299","RKL",4.627,8.389e-05,11.1076833426781
"300","BHL",27166.5308340125,2866.06900298832,9.55636965134993
"301","RKL",3.265,4.091e-05,10.4421914946106
"302","BHL",46641.7910447761,10974.8134328358,10.9566426978196
"303","RKL",4.808,6.993e-05,9.8628730394059
"304","BHL",47348.4848484848,11439.3939393939,9.23711167421458
"305","HSL",7.257,3180,10.594623321618
"306","BHL",23121.387283237,1378.26589595376,10.7266750642263
"307","RKL",5.176,7.379e-05,10.4535962506252
"308","BHL",23201.8561484919,1100.92807424594,12.3212896826736
"309","HSL",8.803,2265,10.0245904067364
"310","BHL",49188.3915395967,12036.3994097393,9.65384094134469
"311","RKL",3.956,6.02e-05,9.44911182523068
"312","BHL",66225.1655629139,22119.2052980132,10.9856949531502
"313","RKL",5.712,0.0001027,9.3535588877719
"314","BHL",27449.9039253363,3222.61872083448,10.2689756658272
"315","RKL",6.452,0.0001141,10.4416222362084
"316","BHL",37878.7878787879,6390.15151515152,11.6381396942904
"317","RKL",4.864,7.079e-05,8.293117081146
"318","BHL",37523.4521575985,7879.92495309568,10.7645183429836
"319","RKL",5.496,0.0001056,9.76830831455704
"320","BHL",24937.6558603491,1233.16708229426,9.89178235311163
"321","RKL",5.53,9.794e-05,8.97664621539637
"322","BHL",22060.4456210015,1692.03617913082,11.7851130197758
"323","HSL",5.064,4091,8.80792364902093
"324","BHL",45871.5596330275,13899.0825688073,10.2803648525108
"325","RKL",3.593,4.231e-05,8.37707816583391
"326","BHL",54466.2309368192,18186.2745098039,11.7777542222929
"327","RKL",4.167,7.237e-05,8.47275096845403
"328","BHL",94607.3793755913,35421.0028382214,10.0758544371976
"329","RKL",5.915,9.669e-05,9.17856188708667
"330","BHL",85836.9098712446,22103.0042918455,9.05728736823989
"331","RKL",5.65,9.916e-05,10.5304003934427
"332","BHL",71684.5878136201,22917.5627240143,11.7041147196131
"333","RKL",3.388,4.24e-05,9.74508910341144
"334","BHL",160333.493666827,57030.6236972904,10.4456090013278
"335","RKL",4.108,5.701e-05,9.64485644340824
"336","RKL",5.941,9.548e-05,8.84228945902858
"337","BHL",112258.643915582,36607.5437808711,12.7691949550892
"338","RKL",4.404,7.123e-05,11.1269198200774
"339","BHL",48216.0077145612,12266.1523625844,8.81819129227673
"340","RKL",3.976,6.134e-05,8.73037869711973
"341","BHL",35087.7192982456,6105.26315789474,10.4382086397886
"342","RKL",6.236,0.0001055,11.7606371615388
"343","BHL",72202.166064982,25588.4476534296,12.8015895440428
"344","RKL",2.944,2.477e-05,10.6539841364425
"345","BHL",27662.5172890733,3139.69571230982,10.2168553680519
"346","HSL",5.556,3503,12.6228822946707
"347","BHL",25284.4500632111,2155.24652338812,9.82471864864824
"348","RKL",6.752,0.0001173,12.1554159581579
"349","BHL",35473.5721887194,6278.82227740333,9.28076743982841
"350","HSL",7.865,2690,9.77764258167923
"351","BHL",44286.9796279894,10367.5819309123,14.0817138826738
"352","RKL",4.816,8.77e-05,9.60030721474639
"353","BHL",121388.686574411,54054.3821315853,11.0350811097995
"354","RKL",3.233,4.648e-05,8.63224468409811
"355","BHL",25641.0256410256,2723.07692307692,9.66736489045664
"356","RKL",3.331,4.069e-05,10.1134001824552
"357","BHL",60060.0600600601,14318.3183183183,10.4553101890847
"358","RKL",4.685,6.28e-05,9.71744340486341
"359","BHL",29411.7647058824,3835.29411764706,9.49157995752499
"360","RKL",6.622,0.0001059,10.3544971192667
"361","BHL",21810.2508178844,444.711014176663,9.19795460231938
"362","RKL",3.782,3.579e-05,10.3550522457713
"363","BHL",30693.6771025169,4947.82074892572,9.63589698356145
"364","HSL",4.972,4117,10.6262785510556
"365","BHL",74794.315632012,25430.0673148841,9.34946990008457
"366","RKL",4.303,5.872e-05,10.4291220581841
"367","BHL",25621.3169356905,1977.19702792724,9.17083907386643
"368","HSL",6.767,2950,9.25291512747007
"369","BHL",30441.400304414,6891.93302891933,12.633958975454
"370","RKL",4.371,5.998e-05,10.6733858991768
"371","BHL",28530.6704707561,4122.68188302425,9.91119705746911
"372","RKL",6.135,0.0001144,8.84228945902858
"373","BHL",310462.589257994,124837.00714064,9.98503366584589
"374","RKL",3.476,3.571e-05,11.322770341446
"375","BHL",27847.3962684489,3013.08827624617,9.18630424349251
"376","RKL",3.539,6.629e-05,9.99500374687773
"377","BHL",25144.5813427206,2778.47623837063,8.48188929679971
"378","HSL",6.495,3133,10.7933222944086
"379","BHL",52164.8408972353,10208.6593635889,11.2444757513297
"380","RKL",5.04,8.184e-05,9.17856188708667
"381","BHL",36805.2999631947,6948.84063305116,8.41257441875115
"382","HSL",6.459,3291,10.1237601525784
"383","BHL",44228.2176028306,10265.369305617,8.52802865422442
"384","RKL",5.105,8.038e-05,11.2154430818409
"385","BHL",54824.5614035088,14270.8333333333,10.1113320024372
"386","RKL",4.802,8.843e-05,11.3541101796162
"387","BHL",21105.9518784297,833.47403967919,9.01303325639653
"388","RKL",4.819,9.433e-05,12.0220445970834
"389","BHL",65104.1666666667,17675.78125,8.98751602307019
"390","RKL",6.031,0.0001091,11.4414678605743
"391","BHL",40371.417036738,12765.4420670166,9.82471864864824
"392","RKL",5.166,0.0001002,9.27278398248868
"393","BHL",77220.0772200772,21884.1698841699,9.57826285221151
"394","RKL",5.843,8.446e-05,10.6148978486855
"395","BHL",64516.1290322581,14212.9032258065,10.3778895905313
"396","HSL",4.648,4124,12.3072844991044
"397","BHL",37105.7513914657,6371.05751391466,9.81998041897857
"398","RKL",3.877,6.092e-05,11.9952028780813
"399","BHL",30911.9010819165,3091.19010819165,8.75376219064817
"400","HSL",6.965,2989,10.6413090807203
"401","BHL",49140.0491400491,11464.3734643735,12.035969077902
"402","RKL",5.088,8.602e-05,13.708924055506
"403","BHL",45578.8514129444,12611.6681859617,9.51302988308988
"404","RKL",5.763,9.913e-05,9.85807941917649
"405","BHL",43327.5563258232,11811.0918544194,10.6606415532595
"406","RKL",4.219,7.146e-05,9.37820598949258
"407","BHL",32594.5241199478,5576.92307692308,9.13632607179441
"408","RKL",3.449,4.794e-05,9.28476690885259
"409","BHL",31928.4802043423,5156.44955300128,9.78231976089037
"410","RKL",4.478,6.209e-05,7.88110406239101
"411","BHL",31486.1460957179,4332.49370277078,10.3862825474959
"412","RKL",4.319,6.374e-05,9.90147542976674
"413","BHL",33944.3312966735,6479.97284453496,9.76365119471448
"414","HSL",7.15,2930,10.22059008645
"415","BHL",49382.7160493827,11328.3950617284,10.2062072615966
"416","RKL",4.39,7.025e-05,9.77764258167923
"417","BHL",29180.0408520572,3323.60665304931,10.0230796554044
"418","RKL",4.777,8.747e-05,9.30484210398471
"419","BHL",83333.3333333333,26633.3333333333,10.1071994460155
"420","RKL",4.788,6.757e-05,11.4572269488208
"421","BHL",20060.1805416249,1682.84854563691,9.03876907577734
"422","RKL",5.15,7.914e-05,9.57826285221151
"423","BHL",37285.6077554064,6547.35272184937,9.83897459614475
"424","RKL",4.381,7.209e-05,11.4131159566317
"425","BHL",43687.1996505024,8143.29401485365,8.96221429896442
"426","RKL",3.555,4.494e-05,10.4575967523026
"427","BHL",28352.7076835838,2906.15253756734,8.43949472569722
"428","HSL",7.422,2372,8.67762668125779
"429","BHL",24740.227610094,2464.12666996536,9.7497196995879
"430","RKL",4.592,7.04e-05,10.8998704558094
"431","BHL",164311.534669734,58708.5113374959,10.3986291350963
"432","HSL",8.296,2235,10.2695171499513
"433","BHL",19357.3364305072,1336.81765389082,10.5786054593523
"434","RKL",7.319,0.0001349,11.3075588592126
"435","BHL",23121.387283237,2441.61849710983,11.8778584536395
"436","RKL",10.68,0.0001564,10.6776441821705
"437","BHL",33692.7223719677,5892.85714285714,8.7908903249211
"438","RKL",4.774,7.081e-05,8.25347751000597
"439","BHL",165920.026547204,67363.5307781649,11.5056592997833
"440","RKL",3.771,4.9e-05,9.92094737665681
"441","BHL",27555.8004960044,2290.71369523285,8.89108448948774
"442","RKL",6.32,0.0001234,9.50443247520335
"443","BHL",33377.8371161549,5377.16955941255,9.07218423253029
"444","RKL",5.626,0.0001035,9.10219981240913
"445","RKL",4.632,6.091e-05,9.42809041582063
"446","BHL",44306.6016836509,9375.27691626052,10.9989771426864
"447","RKL",2.786,9.593e-06,12.421641451985
"448","BHL",47619.0476190476,11400,10.9134932719917
"449","RKL",5.678,0.0001136,10.5432687428896
"450","BHL",26652.4520255864,4096.48187633262,10.6334852514778
"451","RKL",4.051,5.062e-05,10.8090739187587
"452","BHL",33898.3050847458,4640.67796610169,9.84851310986926
"453","RKL",5.661,8.705e-05,10.0676809583126
"454","BHL",27800.9452321379,1830.9702529886,8.64513826064051
"455","HSL",9.355,2089,10.3823633010917
"456","BHL",23299.1612301957,2190.1211556384,12.5136943463871
"457","RKL",3.342,5.134e-05,10.5129283382795
"458","BHL",25163.5631605435,1200.55359838953,11.5531687177696
"459","RKL",6.515,0.0001064,10.3874031476554
"460","BHL",32446.4633354964,4886.43737832576,9.16698497028211
"461","RKL",2.75,3.045e-05,10.5385838865184
"462","BHL",38240.9177820268,7690.24856596558,9.27677313474139
"463","RKL",9.033,0.0001529,10.5597150773878
"464","BHL",24648.7552378605,2580.72467340399,12.7587974328414
"465","RKL",3.156,3.645e-05,8.74371770978336
"466","BHL",25839.7932816537,1982.68733850129,10.7851586167416
"467","RKL",5.575,9.295e-05,9.60916767552923
"468","BHL",78308.5356303837,19921.6914643696,9.6583426160782
"469","HSL",6.506,3517,11.3519152296625
"470","BHL",30093.2891965092,5738.7902497743,11.3133464776897
"471","RKL",4.014,5.17e-05,8.89108448948774
"472","BHL",35087.7192982456,8357.8947368421,9.22138891954147
"473","HSL",5.909,3222,11.1964463640098
"474","BHL",91659.0284142988,30797.4335472044,8.88757230902699
"475","RKL",4.115,6.326e-05,9.05357460425185
"476","BHL",39698.2929734021,7268.75744342993,10.8407851701317
"477","RKL",3.617,4.923e-05,8.35949770959199
"478","BHL",66489.3617021277,17327.1276595745,10.50828379273
"479","RKL",4.408,7.285e-05,9.75900072948533
"480","BHL",58479.5321637427,16573.0994152047,10.0195572235067
"481","RKL",4.481,6.812e-05,9.48730735773275
"482","BHL",39541.3206801107,8971.92566231712,9.42390294485422
"483","RKL",3.794,5.984e-05,9.87248129598487
"484","BHL",105842.50635055,36907.2819644369,9.45755984821918
"485","RKL",4.097,5.62e-05,10.1781499982728
"486","BHL",28563.2676378178,4253.07055127107,8.94069634643034
"487","HSL",9.192,2262,9.87248129598487
"488","BHL",40096.2309542903,8656.77626303128,10.4416222362084
"489","RKL",3.896,4.947e-05,8.9478517668205
"490","BHL",21963.5405227323,898.967713595432,9.47877943928333
"491","HSL",7.671,2873,10.3439666497813
"492","BHL",27533.0396475771,3207.59911894273,9.51733734533601
"493","RKL",4.015,5.605e-05,9.28877155295032
"494","BHL",20708.221163802,603.851729136467,9.31290872197476
"495","RKL",4.008,7.257e-05,9.23317344693081
"496","BHL",32679.7385620915,5114.37908496732,10.8721345508907
"497","RKL",4.043,5.668e-05,9.05357460425185
"498","BHL",31279.3243665937,4401.00093837973,9.9258333397093
"499","RKL",5.527,0.0001015,10.0835351811186
"500","BHL",35186.4883884588,4468.68402533427,9.8628730394059
"501","HSL",7.316,2843,10.516997371545
"502","BHL",36982.2485207101,6316.56804733728,8.49718577324175
"503","RKL",5.237,7.847e-05,9.81052448956459
"504","BHL",23004.3708304578,1421.9001610306,8.75041018509136
"505","HSL",6.522,2813,9.75900072948533
"506","BHL",39541.3206801107,9082.64136022143,10.2879787300786
"507","RKL",8.299,0.0001296,13.1408427256126
"508","BHL",118063.754427391,37886.6587957497,9.59588616582912
"509","RKL",4.549,8.191e-05,11.3724510796589
"510","BHL",104482.290251802,41573.5032911921,10.334571833736
"511","RKL",5.741,0.0001082,10.8985757037165
"512","BHL",28034.7631062518,4126.71712924026,10.8033953925361
"513","RKL",5.189,8.664e-05,10.8966344404023
"514","BHL",24968.7890137328,2813.98252184769,12.9717071325647
"515","RKL",5.528,8.286e-05,10.5626600296378
"516","BHL",34686.0908775581,7537.28754769337,10.9487592747834
"517","RKL",6.186,9.851e-05,9.75435690303658
"518","BHL",59523.8095238095,15511.9047619048,12.3598158302284
"519","HSL",5.101,3958,8.83193750684441
"520","BHL",27472.5274725275,2241.48351648352,8.54357657716761
"521","RKL",6.326,9.859e-05,8.69400884928835
"522","BHL",33489.6182183523,4584.72873409243,9.51302988308988
"523","HSL",8.952,2216,10.3395423695747
"524","BHL",79936.0511590727,23245.4036770584,10.0999796485615
"525","RKL",5.212,7.229e-05,10.1419669655984
"526","BHL",32509.7529258778,7288.68660598179,10.3975048982007
"527","RKL",4.915,7.037e-05,10.8306072214776
"528","BHL",25056.3768479078,769.731896767727,10.8223587130677
"529","RKL",8.86,0.000148,8.95143592549291
"530","BHL",32765.3997378768,6297.50982961992,9.68094583588883
"531","RKL",5.498,9.261e-05,10.2425474170868
"532","BHL",42571.306939123,8075.77692635164,8.70058774455389
"533","RKL",6.24,0.0001026,10.6667045927949
"534","BHL",24479.8041615667,2444.06364749082,11.2967309731142
"535","RKL",4.961,7.677e-05,13.1853165687472
"536","BHL",25138.2604323781,1038.71292106586,12.7660730297041
"537","HSL",10.63,1959,12.0107664723016
"538","BHL",34977.2647778944,6030.08044770899,8.99842541331695
"539","RKL",4.248,6.677e-05,11.1712669175263
"540","BHL",424.808836023789,34.5157179269329,22.1948380809238
"541","RKL",5.057,8.871e-05,8.11641255929457
"542","BHL",26157.4679571018,1915.24980381899,9.64037359099624
"543","RKL",4.089,7.364e-05,10.0748316635628
"544","BHL",27700.8310249307,2572.57617728532,11.2126226509949
"545","RKL",4.172,7.277e-05,9.01303325639653
"546","BHL",89686.0986547085,29982.0627802691,9.44911182523068
"547","RKL",4.917,8.319e-05,8.9335580647762
"548","BHL",79302.1411578113,23695.479777954,10.9206494484927
"549","RKL",4.592,7.743e-05,9.09090909090909
"550","BHL",33134.5261762757,5092.77667329357,10.4984345376657
"551","HSL",6.687,3355,10.9903382444043
"552","RKL",5.126,8.873e-05,10.296155258296
"553","BHL",41050.9031198686,10517.2413793103,9.671885519598
"554","RKL",4.605,6.598e-05,8.12981262217314
"555","BHL",32341.5265200517,5669.46959896507,10.824260542221
"556","RKL",3.381,3.792e-05,10.7832773203438
"557","BHL",79428.117553614,27498.0142970612,9.26482109224159
"558","RKL",4.752,6.943e-05,8.66133677261612
"559","BHL",47014.5745181006,13286.3187588152,9.00207071442387
"560","HSL",5.13,3598,10.030135678563
"561","BHL",31685.6780735108,4775.03168567807,9.30484210398471
"562","RKL",4.831,7.292e-05,9.69003166223018
"563","BHL",33277.8702163062,5880.1996672213,8.84574820723792
"564","HSL",5.466,3556,10.7217415581292
"565","BHL",22281.6399286988,663.101604278075,8.9051749650308
"566","RKL",5.375,0.0001017,8.95502439463906
"567","BHL",36536.3536719035,8516.62404092072,11.1063131233005
"568","RKL",5.214,9.893e-05,10.8875889077336
"569","BHL",80840.7437348424,26046.8876313662,10.6654911573103
"570","RKL",5.795,0.0001082,11.156657127357
"571","BHL",26014.5681581686,2264.56815816857,10.8484374900282
"572","RKL",4.084,6.584e-05,8.62581949177943
"573","BHL",48169.5568400771,9701.34874759152,9.37408460674488
"574","RKL",4.269,7.22e-05,8.61301203186943
"575","BHL",56497.1751412429,16892.6553672316,10.4978560318359
"576","RKL",2.921,3.563e-05,10.1702511818633
"577","BHL",148875.986303409,48072.0559773709,9.87248129598487
"578","HSL",8.768,2034,9.77764258167923
"579","BHL",21598.2721382289,1128.29373650108,10.3472885895928
"580","RKL",2.641,1.454e-05,10.7996146766224
"581","BHL",73367.5715333822,23147.4688187821,11.4919756565278
"582","HSL",5.671,3626,8.36827408755723
"583","BHL",50454.0867810293,13753.7840565086,9.06472661989917
"584","RKL",5.22,8.821e-05,9.31290872197476
"585","BHL",26852.8464017186,2841.03114930183,10.2587037141316
"586","RKL",5.515,8.672e-05,10.608325710812
"587","BHL",37778.6173026067,6958.82130714016,9.24500327042048
"588","RKL",2.603,2.181e-05,11.7924856279538
"589","BHL",69204.1522491349,20311.4186851211,9.06100470365937
"590","RKL",6.716,0.0001242,8.99842541331695
"591","BHL",43047.7830391735,8811.88118811881,10.1686736242134
"592","HSL",7.188,2623,11.1866341399593
"593","BHL",97847.3581213307,42416.8297455969,12.0177030980443
"594","RKL",3.112,4.114e-05,9.09090909090909
"595","BHL",46707.1461933676,10695.9364782812,8.33912640551948
"596","HSL",5.713,3290,10.0519012833355
"597","BHL",51361.0683102208,15516.1787365177,9.45755984821918
"598","RKL",6.646,9.201e-05,11.5393150696635
"599","BHL",29403.1167303734,3166.71567186122,9.91606862181216
"600","RKL",4.056,5.191e-05,8.95502439463906
"601","BHL",28011.2044817927,3257.70308123249,9.671885519598
"602","RKL",3.974,5.307e-05,10.3790074759862
"603","BHL",53390.2829684997,14639.6155899626,8.36827408755723
"604","RKL",2.821,3.502e-05,12.1249982949222
"605","BHL",32010.2432778489,4878.36107554417,10.755797592938
"606","RKL",4.151,7.075e-05,10.7601553175069
"607","BHL",99206.3492063492,32896.8253968254,8.81134221062802
"608","RKL",4.746,8.864e-05,10.732233407322
"609","BHL",36363.6363636364,9370.90909090909,9.76830831455704
"610","HSL",4.819,4042,10.7601553175069
"611","BHL",190949.016612564,63643.3072369677,11.5416205503704
"612","RKL",3.689,5.048e-05,10.244697180447
"613","BHL",36443.1486880466,8367.34693877551,9.83897459614475
"614","HSL",7.087,2782,11.4904582635514
"615","BHL",28727.3771904625,3372.5940821603,9.66736489045664
"616","RKL",6.427,0.0001058,10.739038686431
